Seq,n_Seq,TIC,Gmag,__G-K_0,Prot,n_Per,e_Per,Grade,Sect,_RA,_DE,dr2_source_id,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,Teff_Mamajek,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_camd_outlier,flag_rverror_outlier,flag_possible_binary,flag_pass_author_quality,flag_benchmark_period
201,  ,161723105,15.028,3.653,2.05, ,0.08,A,22/23/24      ,236.47681,54.69215,1598228528516035200,2.5838032,1598228528516035200,0.08738674,-0.016901016,236.47670886168478,54.69214172239814,9.060478909223534,0.018473053,490.47003,-12.785155188253391,-1.8749327282556998,1.0250363,1371.0758,15.01141,172.11707,22988.69628011959,539.55945,1.4288218,0,2,0,1,2.5914812,1.424181,1.1673002,-2.124467,5.487559,2,5.8265357,,,86.26174213453324,48.116733131064365,200.20314608302496,70.11550695607012,0,3401.1255,3393.8904,3423.6501,0.7423,0.4844,0.3051,3398.1875,3406.961486389924,0,False,0.016901016,False,9.797165528333927,False,False,False,False,True,True
202,  ,161723004,16.816,4.008,0.81, ,0.01,A,22            ,236.48827,55.14073,1598320543895403648,3.1450577,1598320543895403648,0.051515177,-0.027050018,236.4881535169184,55.14072460794103,8.748484342792718,0.054718286,159.88228,-14.809428409650904,-1.5272805612495886,1.1162624,1155.4778,16.789137,55.842735,5005.30545343366,439.30334,1.5125324,0,0,0,0,3.1419735,1.8521557,1.2898178,,,,,,,86.873617053748,47.93287339171779,199.3517831428605,70.46020427852713,0,3222.75,3219.7544,3225.6458,1.0683,0.6568,0.4509,3088.375,3921.363283714136,0,False,0.027050018,False,11.498800981092362,False,False,False,False,True,True
203,  ,159840416,16.822,4.041,0.546, ,0.006,A,23/16/24      ,236.64755,52.86811,1596773531035098880,3.0861092,1596773531035098880,0.028500846,-0.027511597,236.64746456818432,52.868108904408984,8.442134654712246,0.045721497,184.64256,-11.17003407210145,-0.31268258334524207,1.0480585,1131.1881,16.794867,66.512245,4906.323561484148,448.9912,1.4945914,0,4,0,2,3.1079874,1.8341255,1.2738619,,,,,,,83.6581082871962,48.70925538493063,203.67277350644807,68.75397163746933,0,3237.2246,3232.036,3238.8958,1.0511,0.6495,0.4413,3119.75,4037.249859146684,2,True,0.027511597,False,11.427127936928116,False,False,False,True,True,False
204,  ,286925711,12.708,2.572,9.8, ,1.9,B,23            ,237.38162,50.8706,1404114487979918336,1.5504684,1404114487979918336,0.23726614,-0.009588242,237.38154808934024,50.87059461845007,8.196254787267385,0.011970726,684.6915,-10.598456910214692,-1.9113540698829752,1.121536,2170.9158,12.6982,629.58887,140716.26515079843,929.8317,1.2696412,0,0,0,0,1.5434237,0.72225857,0.8211651,-8.713334,0.8473886,1,30.215752,7.365724,9.494172,80.56832633509829,48.952132636979606,207.76837337392513,67.39045508732626,0,,,,,,,4240.745,4287.370422869824,0,False,0.009588242,False,7.266277477516617,False,False,False,False,False,False
205,  ,161728466,13.431,2.923,6.49, ,0.93,B,16/24         ,237.39015,54.43855,1597431279506511232,1.855094,1597431279506511232,0.04087868,-0.014858246,237.3900539208961,54.43854290855024,8.570970264313472,0.011311129,757.74664,-12.584632024621973,-2.5027463489125354,0.96341145,2970.4202,13.416274,460.9084,80959.16736441037,1347.0697,1.3138291,0,0,0,0,1.8471241,0.9080801,0.939044,-11.578843,1.9966316,2,16.66282,,,85.60959224325475,47.72467611366946,201.88231160429106,70.25979280207093,0,4058.248,4057.2925,4059.5183,0.5025,0.3604,0.1964,3912.2227,3914.240747179362,0,False,0.014858246,False,8.081424012669357,False,False,False,False,False,False
206,  ,159871552,14.833,3.45,5.4, ,0.64,A,16/23/24      ,237.6241,53.46405,1597169011623359488,2.4211102,1597169011623359488,0.058462396,-0.013913155,237.62401192326251,53.464041500142415,8.640236665675328,0.018036585,479.0395,-11.388684669957579,-1.836402183857187,1.0863299,1288.0228,14.81925,196.88254,26452.19810185456,489.835,1.4081156,0,2,0,3,2.427453,1.2999439,1.1275091,-15.724152,4.842621,2,8.864467,,,84.1823153717485,47.95004933448065,203.9637621561521,69.58291296454607,0,3527.7883,3523.944,3534.1113,0.686,0.4563,0.2794,3479.5547,3453.5541614121203,0,False,0.013913155,False,9.501878299060834,False,False,False,False,True,True
207,  ,159871737,9.733,1.42,4.58, ,0.46,A,16/23/24      ,237.65296,52.83941,1597089159591345152,0.8163767,1597089159591345152,0.58200246,0.007637024,237.65284739264604,52.83940747690538,8.580291151857004,0.068048075,126.091606,-14.559544861768513,1.2170623443583446,4.98564,2175.1965,9.740872,957.0122,1584767.6433345268,1180.905,1.2052742,0,0,0,0,0.808074,0.3151827,0.4928913,-6.577103,0.25362203,1,103.36329,12.717355,2.2062347,83.29703564289414,48.1506928386336,205.07131962706742,69.09528906164462,0,5707.2363,5681.4775,5732.2056,0.0344,0.0289,0.0156,5811.0786,5708.953414528261,0,False,0.007637024,False,4.4083825073842515,True,True,False,True,True,False
208,* ,159871715,8.931,1.23,0.8, ,0.047,A,24            ,237.78907,52.90725,1404937579808394112,0.66003513,1404937579808394112,0.20616405,0.00543499,237.78899017170485,52.90725108259338,8.556157336974252,0.04037864,211.8981,-10.585804057222795,0.10862989643699164,1.4232106,2198.0386,8.936245,554.15625,3094608.729565609,722.7871,1.1996676,0,16,0,16,0.6521473,0.2372837,0.4148636,-1.9600443,7.0910587,1,79.80158,,,83.35057289899882,48.05030944908445,205.14281551645075,69.19876571988566,0,6199.848,6196.864,6204.8906,0.0019,0.0017,0.0009,6267.461,6023.989339671128,1,True,0.00543499,False,3.5976387751112355,True,False,True,True,False,False
209,  ,159873822,11.325,1.871,7.5, ,1.2,A,16/23         ,237.92418,52.30631,1404488390652463872,1.1138592,1404488390652463872,0.15659593,-0.003367424,237.92410429060013,52.306308084003,8.591641015505992,0.012339805,696.25415,-10.25468604708327,-1.4037482705267568,0.89658874,1696.6034,11.321857,518.85834,419280.60338940524,738.1422,1.2237632,0,0,0,0,1.0974197,0.4671955,0.6302242,-8.778467,0.3879642,1,66.72894,11.685719,5.0415154,82.46118541716531,48.17377517348136,206.31618919055535,68.76201282911647,0,5043.4814,5038.3643,5049.025,0.1078,0.0862,0.0454,4975.761,5090.082746341847,0,False,0.003367424,False,5.992238065444493,False,False,False,False,True,True
210,  ,161744704,17.81,4.252,0.226, ,0.001,A,24/16         ,238.38427,54.71067,1597524939857051904,3.373558,1597524939857051904,0.048652664,-0.008831024,238.38419401161002,54.71067928304113,8.874745458882506,0.09014732,98.447136,-10.17934823118329,1.0920925706402786,0.8981796,731.0279,17.775455,19.3169,2091.347790215064,236.17686,1.5395615,0,1,0,0,3.3913422,2.0627174,1.3286247,,,,,,,85.67131973102124,47.08878129683431,202.70026078309164,70.83592324835531,0,3093.203,3090.7197,3096.3818,1.0647,0.6357,0.4534,,5241.871854243576,1,True,0.008831024,False,12.51623500327056,False,False,False,True,True,False
211,  ,159879031,9.774,1.222,4.28, ,0.4,A,16/23/24      ,238.64989,49.39546,1403082909850677504,0.75400925,1403082909850677504,0.16947764,0.004049301,238.64980916803302,49.39545096358692,8.56440331678681,0.011344977,754.90704,-11.691785191416058,-1.4734827262268337,0.88618195,3276.0537,9.777685,975.98505,1479808.7239325384,1425.6096,1.1944767,0,0,0,0,0.7472124,0.29190922,0.4553032,-7.2972655,0.27644303,1,126.33614,11.963151,1.7580613,78.06971320764013,48.59768207591441,211.5554534378628,66.58647597217585,0,6009.9526,5999.3877,6028.206,0.0676,0.0575,0.0308,6002.7266,6038.219767636128,0,False,0.004049301,False,4.441170720387088,False,False,False,False,True,True
213,  ,159922985,10.201,1.414,5.2, ,0.54,A,23/16/24/25   ,240.27854,53.4164,1405026605890315776,0.83812714,1405026605890315776,0.24989733,0.007768631,240.2784591013077,53.416397384678014,8.738467707547002,0.013904531,628.46185,-10.234931711592061,0.4644549075986213,1.1316582,1121.6875,10.208888,452.82355,1033631.2576035291,644.0531,1.1973537,0,0,0,0,0.83305645,0.33615017,0.49690628,-7.3725634,0.30547842,1,82.2983,11.155098,4.223586,83.34753284813954,46.47338245917296,207.75094441056092,70.49498421404658,0,5645.17,5630.6416,5659.7544,0.0205,0.0171,0.0092,5743.6304,5718.281186329173,0,False,0.007768631,False,4.9160644822271475,False,False,False,False,True,True
214,  ,219479795,10.432,1.682,7.0, ,1.0,B,23            ,242.26629,45.92523,1386467639887852672,0.9995537,1386467639887852672,0.13373415,0.00233078,242.2662218489373,45.92524500135892,9.525111707015604,0.010279833,926.58234,-10.928912727762684,3.6887598223056512,0.8980399,7689.342,10.434198,1911.879,902929.2339073718,3304.6404,1.2098219,0,0,0,0,0.99078083,0.41534328,0.57543755,12.218232,0.16818184,1,100.3644,,,72.27643204109333,46.92117890968787,220.76852770970223,64.69630563729784,0,5264.832,5258.916,5271.111,0.0291,0.0235,0.0124,5266.3013,5332.849048593625,0,False,0.00233078,False,5.328548767635983,False,False,False,False,False,False
217,*a,219503289,14.821,3.32,0.777, ,0.003,A,24/25         ,246.34766,46.45522,1409950523901290368,2.6916103,1409950523901290368,0.10055588,-0.02100563,246.34757234969737,46.45522135246761,9.27270398533888,0.059578817,155.6376,-12.665025926545587,-0.8714646687461387,3.755109,1513.4724,14.799631,115.45199,30769.180021006334,131.64993,1.5566086,7,28,8,28,2.6802893,1.4082642,1.2720251,-10.165176,4.141009,2,8.666671,,,72.53925652111302,44.052776919996106,226.44127442863098,66.35401210515182,0,3467.2349,3465.0657,3469.6113,0.8496,0.5532,0.3515,3346.9688,3540.2570454341558,1,True,0.02100563,False,9.635663098382743,True,True,False,True,False,False
